hazard = x=5518.4657826,y=-2837.48574575,label= 0, type=benign
hazard = x=1413.91957732,y=-830.07538499,label= 851, type=benign
hazard = x=1536.88930238,y=-2409.74631032,label= 852, type=benign
hazard = x=3900.57249278,y=-2877.76502856,label= 853, type=benign
hazard = x=6133.1158062,y=-2504.06205633,label= 854, type=benign
hazard = x=5334.21085224,y=-137.314698154,label= 855, type=benign
hazard = x=3745.17798975,y=-2365.79753209,label= 856, type=benign
hazard = x=4559.10479677,y=-2138.94565427,label= 857, type=benign
hazard = x=7466.10977412,y=-2568.04285109,label= 858, type=benign
hazard = x=3417.58946333,y=-5615.71508221,label= 859, type=benign
hazard = x=6320.79124334,y=-5786.89678857,label= 860, type=benign
hazard = x=847.360045041,y=-1745.67221068,label= 861, type=benign
hazard = x=1250.35583247,y=-3710.7655619,label= 862, type=benign
hazard = x=2375.85251565,y=-4253.61402159,label= 863, type=benign
hazard = x=7973.928115,y=-2727.6956873,label= 864, type=benign
hazard = x=5257.2998691,y=-2999.84445621,label= 865, type=benign
hazard = x=5167.7834414,y=-4119.03895004,label= 866, type=benign
hazard = x=4834.04283353,y=-3677.3022347,label= 867, type=benign
hazard = x=4714.52933457,y=-3069.0311389,label= 868, type=benign
hazard = x=5075.31501169,y=-1041.91839667,label= 869, type=benign
hazard = x=3596.95007568,y=-3530.11700505,label= 870, type=benign
hazard = x=5863.08508667,y=-3797.24292437,label= 871, type=benign
hazard = x=7033.89192095,y=-2461.89078698,label= 872, type=benign
hazard = x=6445.66604461,y=-5491.99014938,label= 873, type=benign
hazard = x=5081.02712201,y=-3790.21190071,label= 874, type=benign
hazard = x=5700.14077321,y=-245.136660982,label= 875, type=benign
hazard = x=3943.3367019,y=-2309.60315454,label= 876, type=benign
hazard = x=5381.03964807,y=-2966.04678758,label= 877, type=benign
hazard = x=7252.44363491,y=-2321.42026365,label= 878, type=benign
hazard = x=7042.71990391,y=-5497.5438643,label= 879, type=benign
hazard = x=4151.05687135,y=-2118.8494634,label= 880, type=benign
hazard = x=2239.12113297,y=-2829.63142218,label= 881, type=benign
hazard = x=5960.45025878,y=-2620.98655637,label= 882, type=benign
hazard = x=7191.88110112,y=-2548.14989403,label= 883, type=benign
hazard = x=3715.61368046,y=-5453.63565566,label= 884, type=benign
hazard = x=6815.20259913,y=-4538.656549,label= 885, type=benign
hazard = x=302.026475898,y=-42.1818761722,label= 886, type=benign
hazard = x=1.68508792758,y=-2701.99986101,label= 887, type=benign
hazard = x=2362.97662175,y=-2356.40243694,label= 888, type=benign
hazard = x=6732.5743364,y=-2958.2812164,label= 889, type=benign
hazard = x=4701.17240533,y=-3048.93640717,label= 890, type=benign
hazard = x=4507.90563905,y=-3226.02211721,label= 891, type=benign
hazard = x=6313.5130718,y=-3459.94254997,label= 892, type=benign
hazard = x=6919.86480966,y=-4353.73524422,label= 893, type=benign
hazard = x=4608.56510808,y=-526.581089071,label= 894, type=benign
hazard = x=3264.04594018,y=-3243.3430476,label= 895, type=benign
hazard = x=4843.85176874,y=-3795.2306096,label= 896, type=benign
hazard = x=6557.69780086,y=-2897.78578461,label= 897, type=benign
hazard = x=7259.42735432,y=-6041.05058832,label= 898, type=benign
hazard = x=5283.22114183,y=-4130.37910005,label= 899, type=benign
hazard = x=4549.12011203,y=-2443.43209686,label= 900, type=benign
hazard = x=4569.9768799,y=-2297.65257372,label= 901, type=benign
hazard = x=4369.25844802,y=-1126.11705964,label= 902, type=benign
hazard = x=6256.56574202,y=-2057.28192049,label= 903, type=benign
hazard = x=3343.23067065,y=-2606.79866097,label= 904, type=benign
hazard = x=5257.49097126,y=-3576.82339496,label= 905, type=benign
hazard = x=6130.27630297,y=-2232.97976985,label= 906, type=benign
hazard = x=2633.24621064,y=-5195.01701955,label= 907, type=benign
hazard = x=5913.11622309,y=-5445.84647797,label= 908, type=benign
hazard = x=7485.61894841,y=-5753.40252944,label= 909, type=benign
hazard = x=1710.97232484,y=-1449.26158282,label= 910, type=benign
hazard = x=2979.88258352,y=-1036.00737541,label= 911, type=benign
hazard = x=5082.05833906,y=-1762.34210665,label= 912, type=benign
hazard = x=7258.5971221,y=-1573.08382964,label= 913, type=benign
hazard = x=532.981966075,y=-3177.25874628,label= 914, type=benign
hazard = x=2834.46765159,y=-2483.4921146,label= 915, type=benign
hazard = x=5477.81379231,y=-2732.35633859,label= 916, type=benign
hazard = x=6472.46804077,y=-2300.20759335,label= 917, type=benign
hazard = x=961.616466829,y=-488.264404764,label= 918, type=benign
hazard = x=3834.48365515,y=-1552.66690327,label= 919, type=benign
hazard = x=4927.44074432,y=-425.828851875,label= 920, type=benign
hazard = x=6261.38787053,y=-210.787452229,label= 921, type=benign
hazard = x=1879.43043286,y=-3632.70547678,label= 922, type=benign
hazard = x=3498.64641345,y=-4117.20755722,label= 923, type=benign
hazard = x=5659.67836848,y=-3191.43023292,label= 924, type=benign
hazard = x=6847.78626865,y=-3674.00538211,label= 925, type=benign
hazard = x=1887.6388633,y=-5727.007597,label= 926, type=benign
hazard = x=2097.95944807,y=-4446.46959683,label= 927, type=benign
hazard = x=4408.01203728,y=-4802.04310548,label= 928, type=benign
hazard = x=6439.51759587,y=-4606.83250844,label= 929, type=benign
hazard = x=1908.28749044,y=-1715.69418678,label= 930, type=benign
hazard = x=2642.47911498,y=-811.922884257,label= 931, type=benign
hazard = x=4704.73552561,y=-1793.87084201,label= 932, type=benign
hazard = x=7047.44112844,y=-1803.73196057,label= 933, type=benign
hazard = x=393.187708859,y=-3978.22709087,label= 934, type=benign
hazard = x=3517.32261136,y=-3499.93545633,label= 935, type=benign
hazard = x=4959.77168764,y=-3201.18958628,label= 936, type=benign
hazard = x=7608.3721531,y=-3811.47736533,label= 937, type=benign
hazard = x=4701.5844751,y=-602.488570714,label= 938, type=benign
hazard = x=7977.35528483,y=-1725.3625906,label= 939, type=benign
hazard = x=2922.2328194,y=-3336.03211084,label= 940, type=benign
hazard = x=4000.17265043,y=-2283.78648724,label= 941, type=benign
hazard = x=7941.0056102,y=-2883.49059802,label= 942, type=benign
hazard = x=3651.3946441,y=-5478.13633146,label= 943, type=benign
hazard = x=4064.08337397,y=-4835.93343054,label= 944, type=benign
hazard = x=6506.08486012,y=-5449.09376631,label= 945, type=benign
hazard = x=1241.57181288,y=-747.279368092,label= 946, type=benign
hazard = x=2011.9489535,y=-1741.34438168,label= 947, type=benign
hazard = x=5076.9299886,y=-551.459223954,label= 948, type=benign
hazard = x=6258.16952164,y=-887.253069305,label= 949, type=benign
hazard = x=663.160781125,y=-3391.26209277,label= 950, type=benign
hazard = x=2952.45403595,y=-3264.70919916,label= 951, type=benign
hazard = x=5609.71825084,y=-2596.14689764,label= 952, type=benign
hazard = x=7282.77633264,y=-2978.45512677,label= 953, type=benign
hazard = x=4102.54112018,y=-18.4674061983,label= 954, type=benign
hazard = x=2673.22087979,y=-2991.55615455,label= 955, type=benign
hazard = x=5171.81306715,y=-2707.85413623,label= 956, type=benign
hazard = x=7949.09605617,y=-3324.2948529,label= 957, type=benign
hazard = x=3977.68435988,y=-5346.69142745,label= 958, type=benign
hazard = x=6422.8339195,y=-5562.25993236,label= 959, type=benign
hazard = x=1711.19797215,y=-519.67084501,label= 960, type=benign
hazard = x=1721.13386156,y=-2314.92405726,label= 961, type=benign
hazard = x=2557.50820832,y=-2158.87332129,label= 962, type=benign
hazard = x=7443.10460239,y=-2251.30168908,label= 963, type=benign
hazard = x=4247.72532475,y=-3766.61812483,label= 964, type=benign
hazard = x=7819.98144213,y=-2554.63264052,label= 965, type=benign
hazard = x=7049.68732954,y=-5545.78788342,label= 966, type=benign
hazard = x=4746.55573434,y=-2304.4021342,label= 967, type=benign
hazard = x=2956.83787966,y=-2676.17289143,label= 968, type=benign
hazard = x=5717.15595019,y=-3722.19645584,label= 969, type=benign
hazard = x=6798.42687474,y=-3181.72769841,label= 970, type=benign
hazard = x=6949.5509632,y=-5962.54440879,label= 971, type=benign
hazard = x=951.947631005,y=-1787.26753325,label= 972, type=benign
hazard = x=2247.91167498,y=-953.05220326,label= 973, type=benign
hazard = x=4122.76321631,y=-947.851191404,label= 974, type=benign
hazard = x=6668.2338024,y=-1172.64590722,label= 975, type=benign
hazard = x=1520.15321455,y=-3845.65536065,label= 976, type=benign
hazard = x=3022.8673151,y=-3947.35212789,label= 977, type=benign
hazard = x=5532.65348389,y=-4114.12193904,label= 978, type=benign
hazard = x=6081.00578336,y=-3870.19997397,label= 979, type=benign
hazard = x=408.351287709,y=-4882.56868718,label= 980, type=benign
hazard = x=2342.67693193,y=-4802.12800686,label= 981, type=benign
hazard = x=5726.1258525,y=-6104.81229997,label= 982, type=benign
hazard = x=7887.03709308,y=-5679.05892403,label= 983, type=benign
hazard = x=1411.54866178,y=-1894.412982,label= 984, type=benign
hazard = x=3651.29877035,y=-818.430855561,label= 985, type=benign
hazard = x=4217.39931661,y=-363.95383749,label= 986, type=benign
hazard = x=7196.81522862,y=-595.962073945,label= 987, type=benign
hazard = x=1654.02413415,y=-3433.04379512,label= 988, type=benign
hazard = x=2576.2334695,y=-3665.37370521,label= 989, type=benign
hazard = x=4079.96471574,y=-2525.68496767,label= 990, type=benign
hazard = x=6877.76606179,y=-2787.33548495,label= 991, type=benign
hazard = x=4522.2744826,y=-3400.34871745,label= 992, type=benign
hazard = x=6283.46657398,y=-2363.68072548,label= 993, type=benign
hazard = x=7874.13699437,y=-5186.35606844,label= 994, type=benign
hazard = x=4464.31738901,y=-1639.01939524,label= 995, type=benign
hazard = x=2610.77646167,y=-3376.4390872,label= 996, type=benign
hazard = x=4282.61667701,y=-2215.3715954,label= 997, type=benign
hazard = x=6906.76060367,y=-4133.64575357,label= 998, type=benign
hazard = x=2474.48273272,y=-5743.56735811,label= 999, type=benign
