hazard = x=-0.12139514212085345,y=-65.33025593136867,label= 0, type=benign
hazard = x=-113.21557597515513,y=-176.81642627576878,label= 792, type=benign
hazard = x=-49.71731104237423,y=-226.2846502616036,label= 793, type=benign
hazard = x=61.986101917426645,y=-237.00615026186824,label= 794, type=benign
hazard = x=177.17364159409476,y=-184.31658085895717,label= 795, type=benign
hazard = x=205.1259985641332,y=-230.2957352320474,label= 796, type=benign
hazard = x=-131.6009266248789,y=-159.50843899476035,label= 797, type=benign
hazard = x=-3.907083075449499,y=-152.53644480488973,label= 798, type=benign
hazard = x=69.93691518808807,y=-157.5150422637519,label= 799, type=benign
hazard = x=130.5315469060592,y=-156.82118267891062,label= 800, type=benign
hazard = x=189.02012790172955,y=-118.38503957704067,label= 801, type=benign
hazard = x=-84.13170597141189,y=-60.258000127922344,label= 802, type=benign
hazard = x=-30.45413373951918,y=-54.961451036946706,label= 803, type=benign
hazard = x=82.64696249922974,y=-65.27778969245263,label= 804, type=benign
hazard = x=120.86146834134456,y=-70.59753560650246,label= 805, type=benign
hazard = x=212.4911606380307,y=-28.133929396607428,label= 806, type=benign
hazard = x=-74.21133561388511,y=24.792634089868486,label= 807, type=benign
hazard = x=10.617700976087491,y=60.000153616168674,label= 808, type=benign
hazard = x=95.46601675958924,y=14.654233217251893,label= 809, type=benign
hazard = x=145.09472681321537,y=54.199759904026884,label= 810, type=benign
hazard = x=210.1086094667118,y=72.19927548952005,label= 811, type=benign
hazard = x=-91.27273673680637,y=-293.06641158885,label= 812, type=benign
hazard = x=0.8701521098136453,y=-248.76807522134305,label= 813, type=benign
hazard = x=29.685940666719517,y=-250.2857896097409,label= 814, type=benign
hazard = x=121.65058685492262,y=-297.50016248054965,label= 815, type=benign
hazard = x=187.55780384275383,y=-318.382480404248,label= 816, type=benign
hazard = x=-91.39893409011071,y=-242.4268739939024,label= 817, type=benign
hazard = x=-59.439061469982185,y=-195.18297133773729,label= 818, type=benign
hazard = x=84.85852074494728,y=-208.24682679793528,label= 819, type=benign
hazard = x=112.44473251090203,y=-199.04571835643728,label= 820, type=benign
hazard = x=241.19857658617332,y=-239.24800575987905,label= 821, type=benign
hazard = x=-94.44322453638996,y=-121.9814611051967,label= 822, type=benign
hazard = x=-6.789079559653352,y=-95.08221128723285,label= 823, type=benign
hazard = x=35.944989315043905,y=-90.9828672124692,label= 824, type=benign
hazard = x=147.1503335687768,y=-152.56749095753355,label= 825, type=benign
hazard = x=201.22863246222707,y=-103.30015440197954,label= 826, type=benign
hazard = x=-136.03392947682684,y=-26.797086787334692,label= 827, type=benign
hazard = x=-9.949735289846423,y=-61.58901972539555,label= 828, type=benign
hazard = x=72.63969369667686,y=-53.05802739492455,label= 829, type=benign
hazard = x=154.1804524382826,y=-43.522380929182255,label= 830, type=benign
hazard = x=199.8830150189129,y=-13.522338885281684,label= 831, type=benign
hazard = x=-94.33969479551325,y=52.78093989950257,label= 832, type=benign
hazard = x=-19.939373472515165,y=21.962245417550747,label= 833, type=benign
hazard = x=30.773623486800684,y=16.13212121234508,label= 834, type=benign
hazard = x=151.87481370345824,y=6.732699134322967,label= 835, type=benign
hazard = x=235.99732541556642,y=67.07660633748397,label= 836, type=benign
hazard = x=172.09141578068107,y=-293.0446698107721,label= 837, type=benign
hazard = x=121.74111042358177,y=-214.20772018387726,label= 838, type=benign
hazard = x=-11.605497806027003,y=-69.3554566733783,label= 839, type=benign
hazard = x=-32.852765253332166,y=64.50669179940036,label= 840, type=benign
hazard = x=66.50963688960465,y=-318.4164012661512,label= 841, type=benign
hazard = x=136.32148710640936,y=-315.13647212434034,label= 842, type=benign
hazard = x=87.993461483689,y=-181.44981579726158,label= 843, type=benign
hazard = x=175.63476101969098,y=-191.4660023173904,label= 844, type=benign
hazard = x=-13.037497064910063,y=-117.36745986690661,label= 845, type=benign
hazard = x=-118.0305521357026,y=-4.541275205026096,label= 846, type=benign
hazard = x=-10.297180229883672,y=-38.13998463743037,label= 847, type=benign
hazard = x=94.31095311964205,y=-58.51673556024977,label= 848, type=benign
hazard = x=8.426476605239685,y=20.701903709878124,label= 849, type=benign
hazard = x=134.452241548652,y=-278.573790162024,label= 850, type=benign
hazard = x=97.62324232728872,y=-205.67361077804682,label= 851, type=benign
hazard = x=148.99895276597226,y=-181.42373413668446,label= 852, type=benign
hazard = x=-133.24025644186494,y=-25.138090613342,label= 853, type=benign
hazard = x=-31.16653926551813,y=-79.97834677579911,label= 854, type=benign
hazard = x=-50.24023979548668,y=62.60563366212382,label= 855, type=benign
hazard = x=-120.66015505302907,y=-323.60117074919776,label= 856, type=benign
hazard = x=-1.596370550769663,y=-248.8895483370615,label= 857, type=benign
hazard = x=22.328979795857848,y=-306.14642018407386,label= 858, type=benign
hazard = x=127.68761263527504,y=-268.6870708110248,label= 859, type=benign
hazard = x=214.3180935654259,y=-247.5719711236627,label= 860, type=benign
hazard = x=-106.66938028232683,y=-204.95508107971773,label= 861, type=benign
hazard = x=15.490277777935475,y=-179.96047830879087,label= 862, type=benign
hazard = x=83.69183975340448,y=-217.23385220039904,label= 863, type=benign
hazard = x=177.1464309669185,y=-220.66112150572536,label= 864, type=benign
hazard = x=235.8050241449861,y=-203.37705115919303,label= 865, type=benign
hazard = x=-89.48653658559599,y=-105.9406132257278,label= 866, type=benign
hazard = x=-48.951536588149466,y=-138.83715222281177,label= 867, type=benign
hazard = x=98.85650526577885,y=-102.75306196780824,label= 868, type=benign
hazard = x=111.21113678620446,y=-117.65188842607898,label= 869, type=benign
hazard = x=237.88042918523985,y=-111.59259141759895,label= 870, type=benign
hazard = x=-80.76107446840905,y=-27.379862649459042,label= 871, type=benign
hazard = x=11.707434593543809,y=-34.70588627399264,label= 872, type=benign
hazard = x=80.88441550103255,y=-15.989612869213431,label= 873, type=benign
hazard = x=164.75396374944887,y=-75.01549538585007,label= 874, type=benign
hazard = x=195.56669836057776,y=-15.320610576299316,label= 875, type=benign
hazard = x=-72.65389135113686,y=57.533733257308434,label= 876, type=benign
hazard = x=-49.92801516862847,y=49.87866125038578,label= 877, type=benign
hazard = x=73.45314827633925,y=56.98193078723584,label= 878, type=benign
hazard = x=118.39216105314766,y=26.7343537358381,label= 879, type=benign
hazard = x=212.35119131057144,y=52.24609219879133,label= 880, type=benign
hazard = x=169.27541462785314,y=-320.41837629246805,label= 881, type=benign
hazard = x=78.84468980373123,y=-199.76066480215894,label= 882, type=benign
hazard = x=109.85383533900348,y=-217.7339642867205,label= 883, type=benign
hazard = x=-83.27921941908727,y=-4.670627645913683,label= 884, type=benign
hazard = x=-55.03644349812653,y=-71.03152219765971,label= 885, type=benign
hazard = x=-29.92011214627096,y=6.259364436967058,label= 886, type=benign
hazard = x=166.14263702583878,y=-172.4533208740862,label= 887, type=benign
hazard = x=-9.29774684245912,y=-71.47862693951927,label= 888, type=benign
hazard = x=156.43747233870008,y=-268.9862417000648,label= 889, type=benign
hazard = x=91.47684459430454,y=-221.41041007145878,label= 890, type=benign
hazard = x=158.37052746761492,y=-173.0323633778715,label= 891, type=benign
hazard = x=-128.02210678745016,y=-47.12315533146041,label= 892, type=benign
hazard = x=14.443067701835318,y=-78.52568824123561,label= 893, type=benign
hazard = x=-40.16348455602116,y=57.73361514836439,label= 894, type=benign
hazard = x=74.97095194393077,y=-315.29351635378873,label= 895, type=benign
hazard = x=153.2762958758583,y=-313.1609340011805,label= 896, type=benign
hazard = x=248.83903472734264,y=-261.46385192302296,label= 897, type=benign
hazard = x=-8.599693231982286,y=-180.70221989235307,label= 898, type=benign
hazard = x=80.73776156380401,y=-220.8189823047235,label= 899, type=benign
hazard = x=125.65278206613534,y=-183.24728222332448,label= 900, type=benign
hazard = x=189.4129149372632,y=-242.80683265340133,label= 901, type=benign
hazard = x=-75.77378898530212,y=-157.7674667524842,label= 902, type=benign
hazard = x=-6.605960555357356,y=-119.2966849750249,label= 903, type=benign
hazard = x=30.56960594199024,y=-138.51463153004212,label= 904, type=benign
hazard = x=111.73730477520363,y=-131.66424153192855,label= 905, type=benign
hazard = x=-95.05821679786891,y=-53.745646304198374,label= 906, type=benign
hazard = x=-44.531299711340814,y=-32.4726469945049,label= 907, type=benign
hazard = x=56.63020366814707,y=-82.03632607688598,label= 908, type=benign
hazard = x=161.80236676302616,y=-34.875115795762454,label= 909, type=benign
hazard = x=-63.25339031492588,y=53.009771072331155,label= 910, type=benign
hazard = x=14.272549293568773,y=49.877785593100846,label= 911, type=benign
hazard = x=27.763858936547848,y=48.57959265002093,label= 912, type=benign
hazard = x=-18.04584416707931,y=-32.51583704011253,label= 913, type=benign
hazard = x=108.75912972012463,y=-283.78698155140347,label= 914, type=benign
hazard = x=72.27783646387687,y=-219.99337959514727,label= 915, type=benign
hazard = x=143.59019270348313,y=-222.72341555768975,label= 916, type=benign
hazard = x=-95.22436095627667,y=-54.40790863495448,label= 917, type=benign
hazard = x=-19.596165561348066,y=-83.39938567025112,label= 918, type=benign
hazard = x=-53.381457624529375,y=54.63488460393163,label= 919, type=benign
hazard = x=66.93563333905055,y=-255.1285469150697,label= 920, type=benign
hazard = x=145.55398139659258,y=-322.15238727257406,label= 921, type=benign
hazard = x=33.16981210631164,y=-226.04978862622661,label= 922, type=benign
hazard = x=178.97959393901863,y=-170.8843781790244,label= 923, type=benign
hazard = x=-18.41747492769506,y=-113.34342146717698,label= 924, type=benign
hazard = x=-105.5633170328468,y=-22.562457919800217,label= 925, type=benign
hazard = x=-32.376148598249706,y=-77.85627358563642,label= 926, type=benign
hazard = x=62.500216001573236,y=-81.12401563737033,label= 927, type=benign
hazard = x=-26.678995287864012,y=60.347277478636414,label= 928, type=benign
hazard = x=68.55366842189424,y=-253.92666897631966,label= 929, type=benign
hazard = x=116.51635128904132,y=-305.8859921713316,label= 930, type=benign
hazard = x=20.859447818685442,y=-175.33247628524788,label= 931, type=benign
hazard = x=105.27725902226204,y=-183.02903571169816,label= 932, type=benign
hazard = x=-52.64467825361666,y=-137.34738631253327,label= 933, type=benign
hazard = x=-67.39562777077491,y=-72.49539690977336,label= 934, type=benign
hazard = x=-59.19693536487989,y=-13.431255244444841,label= 935, type=benign
hazard = x=73.41259065873281,y=-27.988012945321316,label= 936, type=benign
hazard = x=-43.71823845555991,y=18.85569988478634,label= 937, type=benign
hazard = x=132.28878927085722,y=-175.4358701100457,label= 938, type=benign
hazard = x=-16.056013511233665,y=-66.40601921532416,label= 939, type=benign
hazard = x=172.39030029638695,y=-228.62803806529402,label= 940, type=benign
hazard = x=-0.2622601145679653,y=-54.07120612561802,label= 941, type=benign
hazard = x=21.34196482225706,y=-260.71379952952896,label= 942, type=benign
hazard = x=99.3104478631187,y=-248.34905963526813,label= 943, type=benign
hazard = x=-21.167490362580025,y=-197.7733613717398,label= 944, type=benign
hazard = x=64.42937719479252,y=-193.39915512860978,label= 945, type=benign
hazard = x=143.29750386248008,y=-216.80336284806938,label= 946, type=benign
hazard = x=252.54093342414308,y=-220.60868604648806,label= 947, type=benign
hazard = x=-50.150728515504916,y=-152.81413247419363,label= 948, type=benign
hazard = x=-115.38214732512998,y=-77.57935968748423,label= 949, type=benign
hazard = x=-37.37474923352448,y=-28.7089083308093,label= 950, type=benign
hazard = x=37.82335439497978,y=-11.08058031174734,label= 951, type=benign
hazard = x=-126.00297129113294,y=65.70717452527668,label= 952, type=benign
hazard = x=-15.587052375140644,y=30.78141661837234,label= 953, type=benign
hazard = x=89.47061798122854,y=-2.611442735879349,label= 954, type=benign
hazard = x=103.25642119516748,y=-313.7174145967581,label= 955, type=benign
hazard = x=135.1289207416961,y=-234.5392591688405,label= 956, type=benign
hazard = x=-45.23556908285755,y=-14.58417727658049,label= 957, type=benign
hazard = x=10.81837740561528,y=51.877706225132385,label= 958, type=benign
hazard = x=146.19297564275305,y=-232.5949587636236,label= 959, type=benign
hazard = x=-15.833271148274662,y=-32.60847897673574,label= 960, type=benign
hazard = x=66.94073101860569,y=-271.2814313854282,label= 961, type=benign
hazard = x=160.9635154450737,y=-270.1427497249921,label= 962, type=benign
hazard = x=235.03589630072003,y=-299.78048773928526,label= 963, type=benign
hazard = x=-60.20035131516299,y=-181.93511410469415,label= 964, type=benign
hazard = x=27.796971160483665,y=-169.99886455503508,label= 965, type=benign
hazard = x=158.54746201542795,y=-191.27609740697525,label= 966, type=benign
hazard = x=209.65486940820767,y=-208.00129330455962,label= 967, type=benign
hazard = x=-114.29986034085987,y=-117.29221260782631,label= 968, type=benign
hazard = x=-0.29395151032828437,y=-86.89593841878337,label= 969, type=benign
hazard = x=47.702288039027664,y=-112.05801117695239,label= 970, type=benign
hazard = x=129.68801693628717,y=-141.0490984234536,label= 971, type=benign
hazard = x=-78.24901739885712,y=-65.42328242823663,label= 972, type=benign
hazard = x=-29.95640794736299,y=-55.62974933012231,label= 973, type=benign
hazard = x=31.11533337217456,y=-27.61196162737697,label= 974, type=benign
hazard = x=146.92103341135748,y=-46.78093605529071,label= 975, type=benign
hazard = x=-102.07786685497456,y=69.42830832957799,label= 976, type=benign
hazard = x=-49.18673185201696,y=34.49042769121166,label= 977, type=benign
hazard = x=48.77174502762048,y=64.11098140184768,label= 978, type=benign
hazard = x=124.06506195511213,y=-183.07280397266072,label= 979, type=benign
hazard = x=-14.398747150752982,y=-83.10352723988206,label= 980, type=benign
hazard = x=172.4173495889587,y=-220.447852420009,label= 981, type=benign
hazard = x=-39.83277344883635,y=-11.784825151166672,label= 982, type=benign
hazard = x=144.72779218127462,y=-173.8166736447822,label= 983, type=benign
hazard = x=-59.23063744234603,y=-39.478591125495655,label= 984, type=benign
hazard = x=-125.22405541184253,y=-257.5496700775225,label= 985, type=benign
hazard = x=-8.206530960283636,y=-313.7689695110893,label= 986, type=benign
hazard = x=31.355766536004698,y=-283.1929076918687,label= 987, type=benign
hazard = x=148.6954966963675,y=-318.82755246882607,label= 988, type=benign
hazard = x=212.82739760431843,y=-266.791565006155,label= 989, type=benign
hazard = x=-97.45024807664888,y=-226.85445250148334,label= 990, type=benign
hazard = x=-55.98684475452852,y=-180.08947436084568,label= 991, type=benign
hazard = x=72.09362502513343,y=-197.51229814297955,label= 992, type=benign
hazard = x=132.79273311541874,y=-218.16297380471127,label= 993, type=benign
hazard = x=232.91971733168907,y=-218.48057998668952,label= 994, type=benign
hazard = x=-101.10503375675381,y=-106.97720683982287,label= 995, type=benign
hazard = x=13.477924943925899,y=-110.48930949815158,label= 996, type=benign
hazard = x=90.28476314891465,y=-156.90727122330276,label= 997, type=benign
hazard = x=177.62233595148518,y=-140.35014265453128,label= 998, type=benign
hazard = x=245.74842357313528,y=-152.61220524639486,label= 999, type=benign
