hazard = x=159.87860485787914,y=-225.33025593136867,label= 0, type=benign
hazard = x=36.71534973839641,y=-273.34420071003433,label= 794, type=benign
hazard = x=105.99384973813176,y=-253.08692088094864,label= 795, type=benign
hazard = x=238.68341914104283,y=-306.91161279830936,label= 796, type=benign
hazard = x=-47.29573523204741,y=-203.7204960378939,label= 797, type=benign
hazard = x=23.491561005239646,y=-196.40865306003676,label= 798, type=benign
hazard = x=110.46355519511027,y=-198.4812767004576,label= 799, type=benign
hazard = x=185.4849577362481,y=-228.39672741945193,label= 800, type=benign
hazard = x=-133.82118267891062,y=-162.35352963090207,label= 801, type=benign
hazard = x=-15.385039577040672,y=-105.86886689455795,label= 802, type=benign
hazard = x=42.741999872077656,y=-113.77596446822454,label= 803, type=benign
hazard = x=128.0385489630533,y=-154.00068424748932,label= 804, type=benign
hazard = x=-42.27778969245263,y=-51.39346476526091,label= 805, type=benign
hazard = x=32.402464393497546,y=-31.25507856539268,label= 806, type=benign
hazard = x=154.8660706033926,y=-10.420758070665798,label= 807, type=benign
hazard = x=-112.20736591013151,y=31.17786884117264,label= 808, type=benign
hazard = x=3.0001536161686744,y=-1.2589026014923608,label= 809, type=benign
hazard = x=37.65423321725189,y=4.514619958173366,label= 810, type=benign
hazard = x=174.65067057059036,y=-212.8913905332882,label= 811, type=benign
hazard = x=5.165054510166357,y=-80.61751559415956,label= 812, type=benign
hazard = x=156.54929179314001,y=-182.12984789018634,label= 813, type=benign
hazard = x=-57.53319738846385,y=-153.31405933328048,label= 814, type=benign
hazard = x=13.534273351037413,y=-61.34941314507738,label= 815, type=benign
hazard = x=107.55780384275383,y=-238.382480404248,label= 816, type=benign
hazard = x=-11.398934090110714,y=-82.4268739939024,label= 817, type=benign
hazard = x=-92.18297133773727,y=-311.5748898023638,label= 818, type=benign
hazard = x=-25.246826797935285,y=-272.44632283479217,label= 819, type=benign
hazard = x=63.95428164356273,y=-259.18361748564274,label= 820, type=benign
hazard = x=103.75199424012096,y=-260.03164381053074,label= 821, type=benign
hazard = x=221.0185388948033,y=-314.07945347653003,label= 822, type=benign
hazard = x=-72.08221128723285,y=-219.08416378215858,label= 823, type=benign
hazard = x=12.017132787530798,y=-193.92463475615116,label= 824, type=benign
hazard = x=30.43250904246644,y=-208.69296372877642,label= 825, type=benign
hazard = x=159.69984559802046,y=-209.90960090776977,label= 826, type=benign
hazard = x=236.2029132126653,y=-168.41465684802256,label= 827, type=benign
hazard = x=-118.58901972539556,y=-118.99295180823586,label= 828, type=benign
hazard = x=-30.05802739492455,y=-140.73446178918806,label= 829, type=benign
hazard = x=59.477619070817745,y=-127.13945239505388,label= 830, type=benign
hazard = x=169.47766111471833,y=-160.87706841379978,label= 831, type=benign
hazard = x=235.78093989950258,y=-140.5796143538795,label= 832, type=benign
hazard = x=-115.03775458244925,y=-80.51617554439405,label= 833, type=benign
hazard = x=-40.86787878765492,y=-69.67918166315566,label= 834, type=benign
hazard = x=29.732699134322967,y=-23.459099422431727,label= 835, type=benign
hazard = x=170.07660633748395,y=-79.36734209406586,label= 836, type=benign
hazard = x=252.09141578068107,y=-53.04466981077209,label= 837, type=benign
hazard = x=-118.25888957641823,y=25.79227981612275,label= 838, type=benign
hazard = x=-11.605497806027003,y=10.644543326621697,label= 839, type=benign
hazard = x=47.147234746667834,y=64.50669179940036,label= 840, type=benign
hazard = x=129.10046301675087,y=43.50963688960464,label= 841, type=benign
hazard = x=213.26038337721855,y=33.32148710640936,label= 842, type=benign
hazard = x=161.55018420273842,y=-171.0349847654622,label= 843, type=benign
hazard = x=-8.466002317390405,y=-38.70915418505661,label= 844, type=benign
hazard = x=142.475591820942,y=-221.0305521357026,label= 845, type=benign
hazard = x=-42.77663779376331,y=-33.29718022988367,label= 846, type=benign
hazard = x=174.31095311964205,y=-298.51673556024974,label= 847, type=benign
hazard = x=168.42647660523969,y=-219.29809629012186,label= 848, type=benign
hazard = x=-107.76880181594223,y=-128.547758451348,label= 849, type=benign
hazard = x=-41.144446717209135,y=-85.37675767271128,label= 850, type=benign
hazard = x=15.282070361910797,y=-34.00104723402775,label= 851, type=benign
hazard = x=83.68743025699114,y=-76.24025644186494,label= 852, type=benign
hazard = x=-62.0231970325964,y=25.83346073448187,label= 853, type=benign
hazard = x=67.73393767211351,y=6.75976020451332,label= 854, type=benign
hazard = x=103.8651307335935,y=-223.6601550530291,label= 855, type=benign
hazard = x=-35.54210078593604,y=-24.596370550769663,label= 856, type=benign
hazard = x=102.32897979585785,y=-226.14642018407386,label= 857, type=benign
hazard = x=-32.312387364724955,y=-28.687070811024782,label= 858, type=benign
hazard = x=175.4280288763373,y=-175.0146858695586,label= 859, type=benign
hazard = x=-21.95508107971773,y=-9.519274818673125,label= 860, type=benign
hazard = x=116.2274904290138,y=-179.30816024659552,label= 861, type=benign
hazard = x=3.179441395449942,y=-5.8535690330814845,label= 862, type=benign
hazard = x=155.8050241449861,y=-203.37705115919303,label= 863, type=benign
hazard = x=-9.486536585595978,y=-105.9406132257278,label= 864, type=benign
hazard = x=-48.951536588149466,y=-58.83715222281176,label= 865, type=benign
hazard = x=137.6243129364035,y=-231.78886321379554,label= 866, type=benign
hazard = x=-13.813611662797243,y=-25.119570814760152,label= 867, type=benign
hazard = x=159.23892553159095,y=-267.379862649459,label= 868, type=benign
hazard = x=171.7074345935438,y=-194.70588627399263,label= 869, type=benign
hazard = x=-79.11558449896745,y=-95.98961286921343,label= 870, type=benign
hazard = x=4.753963749448872,y=-155.01549538585007,label= 871, type=benign
hazard = x=-44.43330163942223,y=-15.320610576299316,label= 872, type=benign
hazard = x=87.34610864886314,y=-22.466266742691566,label= 873, type=benign
hazard = x=-129.92801516862846,y=49.87866125038578,label= 874, type=benign
hazard = x=73.45314827633925,y=56.98193078723584,label= 875, type=benign
hazard = x=129.7343537358381,y=-287.42707285036965,label= 876, type=benign
hazard = x=155.24609219879133,y=-206.46969624645195,label= 877, type=benign
hazard = x=-70.72458537214685,y=-160.41837629246808,label= 878, type=benign
hazard = x=-1.155310196268779,y=-119.76066480215896,label= 879, type=benign
hazard = x=-50.14616466099652,y=-57.733964286720486,label= 880, type=benign
hazard = x=76.72078058091273,y=-4.670627645913683,label= 881, type=benign
hazard = x=-135.03644349812654,y=8.96847780234029,label= 882, type=benign
hazard = x=50.07988785372904,y=6.259364436967058,label= 883, type=benign
hazard = x=166.14263702583878,y=-172.4533208740862,label= 884, type=benign
hazard = x=-9.29774684245912,y=-71.47862693951927,label= 885, type=benign
hazard = x=156.43747233870008,y=-188.9862417000648,label= 886, type=benign
hazard = x=11.476844594304538,y=-61.41041007145877,label= 887, type=benign
hazard = x=169.9676366221285,y=-221.36798556831118,label= 888, type=benign
hazard = x=-24.12315533146041,y=-6.700388374028719,label= 889, type=benign
hazard = x=-62.772490291731216,y=-303.16348455602116,label= 890, type=benign
hazard = x=-56.189540139846926,y=-309.46824831686945,label= 891, type=benign
hazard = x=27.70648364621126,y=-258.55487958358026,label= 892, type=benign
hazard = x=109.83906599881946,y=-271.52972468213284,label= 893, type=benign
hazard = x=241.53614807697704,y=-318.85089847346865,label= 894, type=benign
hazard = x=-77.70221989235306,y=-210.78830005310502,label= 895, type=benign
hazard = x=-37.8189823047235,y=-174.32027462358514,label= 896, type=benign
hazard = x=79.75271777667554,y=-205.40936811718456,label= 897, type=benign
hazard = x=100.19316734659866,y=-206.12513913183983,label= 898, type=benign
hazard = x=185.2325332475158,y=-214.00273115240435,label= 899, type=benign
hazard = x=-96.2966849750249,y=-122.47396811103172,label= 900, type=benign
hazard = x=-35.51463153004212,y=-149.8032452282882,label= 901, type=benign
hazard = x=51.33575846807145,y=-154.6070439015342,label= 902, type=benign
hazard = x=129.25435369580163,y=-100.45619182985452,label= 903, type=benign
hazard = x=230.52735300549512,y=-97.16707262961036,label= 904, type=benign
hazard = x=-139.03632607688598,y=-47.07443145453719,label= 905, type=benign
hazard = x=-11.875115795762454,y=-44.47063242594301,label= 906, type=benign
hazard = x=76.00977107233115,y=-60.61595137810153,label= 907, type=benign
hazard = x=152.87778559310084,y=-40.47722509938074,label= 908, type=benign
hazard = x=231.5795926500209,y=-28.22266613377311,label= 909, type=benign
hazard = x=-98.04584416707931,y=47.48416295988747,label= 910, type=benign
hazard = x=-25.934501484568912,y=5.759129720124626,label= 911, type=benign
hazard = x=98.11912111307684,y=49.27783646387686,label= 912, type=benign
hazard = x=132.0885688461547,y=40.590192703483126,label= 913, type=benign
hazard = x=246.0580785527354,y=41.77563904372333,label= 914, type=benign
hazard = x=-99.59616556134807,y=-323.3993856702511,label= 915, type=benign
hazard = x=-53.381457624529375,y=-265.36511539606835,label= 916, type=benign
hazard = x=48.34945482546376,y=-276.0643666609495,label= 917, type=benign
hazard = x=122.88402192241378,y=-277.4460186034074,label= 918, type=benign
hazard = x=230.6920476248866,y=-309.8301878936884,label= 919, type=benign
hazard = x=-118.56551505586052,y=-164.02040606098137,label= 920, type=benign
hazard = x=-29.036672406680403,y=-201.41747492769505,label= 921, type=benign
hazard = x=88.20744177279845,y=-208.56331703284678,label= 922, type=benign
hazard = x=136.3771718892339,y=-215.3761485982497,label= 923, type=benign
hazard = x=208.52204472464774,y=-200.49978399842678,label= 924, type=benign
hazard = x=-117.37884638664033,y=-129.678995287864,label= 925, type=benign
hazard = x=-48.723452519946235,y=-88.44142066733149,label= 926, type=benign
hazard = x=68.55366842189424,y=-93.92666897631965,label= 927, type=benign
hazard = x=116.51635128904132,y=-145.88599217133162,label= 928, type=benign
hazard = x=180.85944781868545,y=-95.33247628524786,label= 929, type=benign
hazard = x=-134.72274097773797,y=-23.029035711698164,label= 930, type=benign
hazard = x=-52.64467825361666,y=-57.34738631253329,label= 931, type=benign
hazard = x=92.60437222922509,y=-72.49539690977336,label= 932, type=benign
hazard = x=100.80306463512011,y=-13.431255244444841,label= 933, type=benign
hazard = x=233.41259065873282,y=-27.988012945321316,label= 934, type=benign
hazard = x=-123.71823845555991,y=18.85569988478634,label= 935, type=benign
hazard = x=1.3108340759037915,y=29.288789270857215,label= 936, type=benign
hazard = x=43.15142142771364,y=40.943986488766335,label= 937, type=benign
hazard = x=109.44057042322959,y=59.72684833139697,label= 938, type=benign
hazard = x=194.37196193470598,y=45.280583408271056,label= 939, type=benign
hazard = x=149.68137553121517,y=-227.08940474820022,label= 940, type=benign
hazard = x=2.2862004704710586,y=-122.56022300553472,label= 941, type=benign
hazard = x=14.650940364731866,y=-73.69716269523528,label= 942, type=benign
hazard = x=112.7013469156025,y=-198.57062280520748,label= 943, type=benign
hazard = x=10.18464136843167,y=-39.702496137519915,label= 944, type=benign
hazard = x=92.54093342414308,y=-300.60868604648806,label= 945, type=benign
hazard = x=109.84927148449508,y=-312.8141324741936,label= 946, type=benign
hazard = x=204.61785267487002,y=-317.5793596874842,label= 947, type=benign
hazard = x=-37.37474923352448,y=-188.7089083308093,label= 948, type=benign
hazard = x=37.82335439497978,y=-171.08058031174733,label= 949, type=benign
hazard = x=113.99702870886706,y=-174.29282547472332,label= 950, type=benign
hazard = x=224.41294762485936,y=-209.21858338162767,label= 951, type=benign
hazard = x=-70.52938201877146,y=-162.61144273587934,label= 952, type=benign
hazard = x=11.622452469975414,y=-121.05925740662616,label= 953, type=benign
hazard = x=29.282585403241935,y=-115.0230062130827,label= 954, type=benign
hazard = x=108.4607408311595,y=-96.76607557322994,label= 955, type=benign
hazard = x=8.41582272341951,y=-56.786063746147036,label= 956, type=benign
hazard = x=74.87770622513239,y=-50.935543972455235,label= 957, type=benign
hazard = x=146.19297564275305,y=-72.59495876362361,label= 958, type=benign
hazard = x=-95.83327114827466,y=47.39152102326426,label= 959, type=benign
hazard = x=-51.93096067684009,y=43.94073101860569,label= 960, type=benign
hazard = x=97.64890807035137,y=57.96351544507372,label= 961, type=benign
hazard = x=155.03589630072003,y=-219.7804877392853,label= 962, type=benign
hazard = x=-60.20035131516299,y=-21.935114104694136,label= 963, type=benign
hazard = x=93.00113544496492,y=-256.9697422589113,label= 964, type=benign
hazard = x=151.72390259302475,y=-275.25520268369985,label= 965, type=benign
hazard = x=214.99870669544038,y=-264.3335644493232,label= 966, type=benign
hazard = x=-14.292212607826322,y=-194.49251124810567,label= 967, type=benign
hazard = x=96.10406158121663,y=-210.04376645391193,label= 968, type=benign
hazard = x=150.9419888230476,y=-185.63847217029524,label= 969, type=benign
hazard = x=201.9509015765464,y=-167.92891460664327,label= 970, type=benign
hazard = x=-122.42328242823663,y=-112.74977190793612,label= 971, type=benign
hazard = x=-32.62974933012231,y=-135.14639240323902,label= 972, type=benign
hazard = x=75.38803837262303,y=-143.0707779356565,label= 973, type=benign
hazard = x=136.2190639447093,y=-160.0747688844537,label= 974, type=benign
hazard = x=12.428308329577987,y=-71.50640529973501,label= 975, type=benign
hazard = x=57.49042769121166,y=-17.26372277098659,label= 976, type=benign
hazard = x=167.11098140184768,y=-41.069214014939945,label= 977, type=benign
hazard = x=-115.93493804488787,y=56.92719602733928,label= 978, type=benign
hazard = x=-14.398747150752982,y=-3.10352723988205,label= 979, type=benign
hazard = x=82.16151356595142,y=69.41734958895869,label= 980, type=benign
hazard = x=120.16722655116365,y=-171.78482515116667,label= 981, type=benign
hazard = x=1.7477313437363335,y=-38.272207818725384,label= 982, type=benign
hazard = x=100.76936255765396,y=-199.47859112549565,label= 983, type=benign
hazard = x=-55.814029689555746,y=-68.22405541184253,label= 984, type=benign
hazard = x=151.79346903971637,y=-233.76896951108935,label= 985, type=benign
hazard = x=-48.644233463995306,y=-43.19290769186869,label= 986, type=benign
hazard = x=104.17244753117393,y=-204.53247740307637,label= 987, type=benign
hazard = x=-3.791565006154997,y=-40.731931135312756,label= 988, type=benign
hazard = x=152.11018255194665,y=-318.98684475452853,label= 989, type=benign
hazard = x=176.33922011828975,y=-190.90637497486657,label= 990, type=benign
hazard = x=-119.04829090449758,y=-130.20726688458126,label= 991, type=benign
hazard = x=7.276881601566842,y=-110.08028266831091,label= 992, type=benign
hazard = x=-45.849821322152785,y=-44.105033756753805,label= 993, type=benign
hazard = x=20.222938298275373,y=-9.522075056074101,label= 994, type=benign
hazard = x=-103.33054319935171,y=67.28476314891465,label= 995, type=benign
hazard = x=95.16324038497963,y=74.62233595148518,label= 996, type=benign
hazard = x=165.74842357313528,y=-232.61220524639486,label= 997, type=benign
hazard = x=1.999479584500584,y=-38.380762395541915,label= 998, type=benign
hazard = x=163.4112407707579,y=-201.44152227592502,label= 999, type=benign
